胡豆	蚕豆
你必须积极主动	你必须积极主动
你必须跟我来	你必须跟我来
你不能待在床上	你不能待在床上
你英语说得很流利	你英语说得很流利
你最好休息一哈	你最好休息一下
你是个美人	你是个美人
你在撒谎不是吗	你在撒谎不是吗
你部分正确	你部分正确
你胆子很大	你胆子很大
你的意志力很强	你的意志力很强
你做老个坏榜样	你做了个坏榜样
你的书在书桌上	你的书在书桌上
你的理由很充分	你的理由很充分
你儿子现在成人老	你儿子现在成人了
你的领带松老	你的领带松了
你的时间快用完老	你的时间快用完了
他突然发言老	他突然发言了
人人生来平等	人人生来平等
那些事都是真的	那些事都是真的
我该帮汤姆吗	我该帮汤姆吗
你是大学生吗	你是大学生吗
今晚有空吗	今晚有空吗
你确定汤姆高兴吗	你确定汤姆高兴吗
终于开始下雨老	终于开始下雨了
在这时候他到老	在这时候他到了
被拒绝是痛苦的	被拒绝是痛苦的
生病很无聊	生病很无聊
用你的鼻子呼吸	用你的鼻子呼吸
给我一杯水	给我一杯水
给我东西吃	给我东西吃
把你的孩子带来	把你的孩子带来
我能帮上忙吗	我能帮上忙吗
你能解开这个谜吗	你能解开这个谜吗
你法语说得好吗	你法语说得好吗
猫很讨厌吸尘器	猫很讨厌吸尘器
孩子们喜欢果汁	孩子们喜欢果汁
选你喜欢的	选你喜欢的
来跟我喝茶吧	来跟我喝茶吧
来嘛给我个机会	来嘛给我个机会
你能给我来点茶吗	你能给我来点茶吗
汤姆威胁过你吗	汤姆威胁过你吗
你完成工作老吗	你完成工作了吗
你租房子老吗	你租房子了吗
把披萨分成三份	把披萨分成三份
尽早做	尽早做
不要边走边看书	不要边走边看书
你相信神话传说吗	你相信神话传说吗
你们周日送货吗	你们周日送货吗
你有很多笔吗	你有很多笔吗
您有会员卡吗	您有会员卡吗
你喜欢日本菜吗	你喜欢日本菜吗
你喜欢日本料理吗	你喜欢日本料理吗
你喜欢盗版电影吗	你喜欢盗版电影吗
你喜欢喝红酒吗	你喜欢喝红酒吗
你后悔跟我结婚吗	你后悔跟我结婚吗
你想再要点茶吗	你想再要点茶吗
你想不想一起切	你想不想一起去
汤姆必须在那里吗	汤姆必须在那里吗
他有任何的兄弟吗	他有任何的兄弟吗
不要虐待动物	不要虐待动物
别再对我做这事老	别再对我做这事了
不要看不起别人	不要看不起别人
每个人都看向汤姆	每个人都看向汤姆
各位请安静	各位请安静
再给我五分钟	再给我五分钟
给我你的电话号码	给我你的电话号码
给这只狗一些肉	给这只狗一些肉
汤姆已经回来老吗	汤姆已经回来了吗
你被抢劫过吗	你被抢劫过吗
他同意我的意见	他同意我的意见
他总是说实话	他总是说实话
他问我是否很忙	他问我是否很忙
他问老我两个问题	他问了我两个问题
他从美国回来老	他从美国回来了
他也会说俄语	他也会说俄语
他无法跑得非常快	他无法跑得非常快
他莫得听音乐	他没有听音乐
他不信神	他不信神
他伸长老他的右手	他伸长了他的右手
他步行上学	他步行上学
他手里拿着一本书	他手里拿着一本书
他把头发剪短老	他把头发剪短了
他有各种各样的书	他有各种各样的书
他一直暗恋着她	他一直暗恋着她
他从没切过法国	他从没去过法国
他把它藏在老门后	他把它藏在了门后
他够开车的年纪老	他够开车的年纪了
他是我的一个邻居	他是我的一个邻居
他在自己房里玩	他在自己房里玩
他精通波斯语	他精通波斯语
他娶老一个空姐	他娶了一个空姐
他常常弹吉他	他常常弹吉他
他为她摘老些花	他为她摘了些花
他打网球打得很好	他打网球打得很好
他坐在溪流旁边	他坐在溪流旁边
他坐在河边	他坐在河边
他很少来看我	他很少来看我
他游泳游得比我好	他游泳游得比我好
他带我到车站	他带我到车站
他想切美国	他想去美国
他要你留在这里	他要你留在这里
他正在听音乐	他正在听音乐
他回店里切老	他回店里去了
他会让你吃灰的	他会让你吃灰的
他不会长寿	他不会长寿
他擅长放风筝	他擅长放风筝
他比你高得多	他比你高得多
他没违法	他没违法
他跑得非常快	他跑得非常快
他说话很直接	他说话很直接
帮我削一哈土豆	帮我削一下土豆
这里有个更好的	这里有个更好的
嗨请保持安静	嗨请保持安静
河马喜欢水	河马喜欢水
他的帽子没戴正	他的帽子没戴正
他的要求如下	他的要求如下
你啷个这样对我	你怎么这样对我
你啷个全都知道	你怎么全都知道
我该啷个切唐人街	我该怎么去唐人街
你有几个孩子	你有几个孩子
你有多少支铅笔	你有多少支铅笔
这把伞多少钱	这把伞多少钱
你用多少糖	你用多少糖
一共要多少钱	一共要多少钱
你的孩子多大老	你的孩子多大了
你的父母有多高	你的父母有多高
我接受老她的邀请	我接受了她的邀请
我确实同意你	我确实同意你
我同意那个意见	我同意那个意见
我同意您的意见	我同意您的意见
我是札幌的市民	我是札幌的市民
我怀孕四个月老	我怀孕四个月了
我要切打网球	我要去打网球
我没在写信	我没在写信
我不是正在写信	我不是正在写信
我很抱歉打扰你老	我很抱歉打扰你了
我最近很忙	我最近很忙
我在浇花	我在浇花
我感谢你的关心	我感谢你的关心
我请她出切约会	我请她出去约会
我相信他是幸福的	我相信他是幸福的
我买老台新电视机	我买了台新电视机
我昨天打电话给他	我昨天打电话给他
我可以照顾自己	我可以照顾自己
我现在不能问汤姆	我现在不能问汤姆
我也无法解释	我也无法解释
我不能破例	我不能破例
我不记得他的名字	我不记得他的名字
我找不到他的家	我找不到他的家
我决定出国留学老	我决定出国留学了
我今天没吃午餐	我今天没吃午餐
我没打算叫醒你	我没打算叫醒你
我莫得怀疑任何事	我没有怀疑任何事
我根本不信	我根本不信
我不在乎他做啥子	我不在乎他做什么
我不明白你的意思	我不明白你的意思
我莫得孩子	我没有孩子
我不介意被弄湿	我不介意被弄湿
我不相信商人	我不相信商人
我不懂德语	我不懂德语
我完全不懂	我完全不懂
我已经感觉够坏老	我已经感觉够坏了
我载她切城里老	我载她去城里了
我晚上很晚就寝	我晚上很晚就寝
我得到老一双新鞋	我得到了一双新鞋
我的眼睛进老些沙	我的眼睛进了些沙
我好像等太久老	我好像等太久了
我出老工伤	我出了工伤
我发烧老	我发烧了
我在七点吃早饭	我在七点吃早饭
我不知道她是哪个	我不知道她是谁
我有一些英文书	我有一些英文书
我最近没看到汤姆	我最近没看到汤姆
我很久莫得抽烟老	我很久没有抽烟了
希望我莫得烦到你	希望我没有烦到你
我希望汤姆欣赏它	我希望汤姆欣赏它
我知道我会赢	我知道我会赢
我知道汤姆饿老	我知道汤姆饿了
我喜欢狗和猫	我喜欢狗和猫
我喜欢器乐	我喜欢器乐
我喜欢学习外语	我喜欢学习外语
我也喜欢这颜色	我也喜欢这颜色
我喜欢打篮球	我喜欢打篮球
我喜欢搭火车旅行	我喜欢搭火车旅行
我回过头切	我回过头去
我可能搞错老	我可能搞错了
我肯定着凉老	我肯定着凉了
我需要一些邮票	我需要一些邮票
我更想继续坐着	我更想继续坐着
我宁愿搭飞机旅行	我宁愿搭飞机旅行
我跑得尽可能快	我跑得尽可能快
我真不这么想	我真不这么想
我记得第一次	我记得第一次
我记得给她写过信	我记得给她写过信
我亲眼看见老	我亲眼看见了
我每天都说英语	我每天都说英语
我星期天在家	我星期天在家
我站着等公车	我站着等公车
我每天读中文	我每天读中文
我每晚洗澡	我每晚洗澡
我觉的有一个问题	我觉的有一个问题
我认为汤姆乐观	我认为汤姆乐观
我看你长得像汤姆	我看你长得像汤姆
我认为你老解我	我认为你了解我
我想喝点啥子	我想喝点什么
我想当歌手	我想当歌手
我今晚想出切吃	我今晚想出去吃
我想弹吉他	我想弹吉他
我想看看你的母亲	我想看看你的母亲
我想和你切旅行	我想和你去旅行
我想看这部电影	我想看这部电影
我想让你准备好	我想让你准备好
我想让你等我	我想让你等我
我几乎被车撞到老	我几乎被车撞到了
我几乎不能工作老	我几乎不能工作了
我被无故辞退老	我被无故辞退了
我就要离开老	我就要离开了
我被雷劈老	我被雷劈了
我试着消磨时间	我试着消磨时间
上星期我非常地忙	上星期我非常地忙
我会战斗至死	我会战斗至死
我会把这本书给你	我会把这本书给你
但愿你切过那里	但愿你去过那里
我想要你的照片	我想要你的照片
我不会再试老	我不会再试了
我想要一杯水	我想要一杯水
请给我一杯茶	请给我一杯茶
我想吃点东西	我想吃点东西
我会给你这台相机	我会给你这台相机
我明天要切购物	我明天要去购物
我八点会跟你见面	我八点会跟你见面
我会亲自拜访您	我会亲自拜访您
我会永远记住你的	我会永远记住你的
下次我会更加努力	下次我会更加努力
我是个高中生	我是个高中生
我怕地震	我怕地震
我指望你的帮助	我指望你的帮助
很高兴再次见到你	很高兴再次见到你
我出切一会儿	我出去一会儿
我决定更努力读书	我决定更努力读书
我对历史有兴趣	我对历史有兴趣
我比你年轻得多	我比你年轻得多
我不擅长做木工	我不擅长做木工
我准备回家老	我准备回家了
我在告诉你真相	我在告诉你真相
我已经吃晚饭老	我已经吃晚饭了
我一直在找你	我一直在找你
我在本周做老许多	我在本周做了许多
我有个不错的想法	我有个不错的想法
我瘦老一点	我瘦了一点
我从没见汤姆笑	我从没见汤姆笑
我试过切联系汤姆	我试过去联系汤姆
遇到火灾打119	遇到火灾打119
这就是车站吗	这就是车站吗
你的家人好么	你的家人好么
你的作业做完老吗	你的作业做完了吗
这要看情况	这要看情况
这得看情况	这得看情况
听起来不像汤姆	听起来不像汤姆
它变得越来越大	它变得越来越大
这根本不是确定的	这根本不是确定的
做个赢家很好	做个赢家很好
时间还早不用起床	时间还早不用起床
对你来说还不太晚	对你来说还不太晚
昨晚雨下得很大	昨晚雨下得很大
它似乎很有趣	它似乎很有趣
切年下老很多雪	去年下了很多雪
做那事是我的责任	做那事是我的责任
那是唯一的出路	那是唯一的出路
很快就六点钟老	很快就六点钟了
是一幅漂亮的画	是一幅漂亮的画
它真是个好学校	它真是个好学校
这里已经是午夜老	这里已经是午夜了
已经9点老	已经9点了
这是朵人造花	这是朵人造花
那么做很难	那么做很难
很容易感冒	很容易感冒
戒烟难	戒烟难
它正是我所期待的	它正是我所期待的
这方便得多老	这方便得多了
将近三点老	将近三点了
有朋友真好	有朋友真好
这不关你的事	这不关你的事
这对任何人都不好	这对任何人都不好
显然地他撒老谎	显然地他撒了谎
真的不重要	真的不重要
她确实死老	她确实死了
嫉妒让他那样做	嫉妒让他那样做
请​​借我你的书	请​​借我你的书
让我想想	让我想想
玛丽很喜欢牛奶	玛丽很喜欢牛奶
我能问一些问题吗	我能问一些问题吗
请问您老人家高寿	请问您老人家高寿
他们可能有点啥子	他们可能有点什么
钱买不到幸福	钱买不到幸福
大自然很慷慨	大自然很慷慨
